2,773.89,227.1,25.253,252.53,61.721
3,919.5,147,15,150,38.405
4,423.58,110,30,300,125.99
4,1095,5.0467,42.493,424.93,106.62
5,266.27,-1,50.505,505.05,129.37
5,999.5,100.24,21.186,211.86,106.33
5,372.27,179,21.186,211.86,66.849
5,27.5,191,15,150,37.367
6,218.51,-2,50.505,505.05,161.83
6,1106,111,17.815,178.15,87.673
7,294.93,-2.8346,42.493,424.93,149.56
7,1063.3,146.14,17.815,178.15,45.122
8,411.83,190.59,21.186,211.86,70.817
9,302.32,54,35.8,358,88.557
10,1091.5,95,17.815,178.15,49.279
11,371.5,55,15,150,60.639
12,285.37,5.0467,35.8,358,113.2
13,976,99.252,25.253,252.53,108.17
14,1106,159,17.815,178.15,105.2
14,295.5,7,17.815,178.15,88.286
15,535.5,169.9,17.815,178.15,55.443
16,466.87,38.692,35.8,358,124.91
16,1111.5,163,15,150,39.655
17,349.73,-1.4118,42.493,424.93,114.7
17,1177.3,100.24,21.186,211.86,100.51
17,597.85,160.4,17.815,178.15,90.314
18,504.42,62,30,300,126.11
18,17.91,-2.8346,42.493,424.93,48.416
19,342.69,-1.6822,42.493,424.93,131.38
19,564.42,77.647,30,300,85.603
19,703.5,263,15,150,54.97
20,479,-1,35.8,358,113.56
20,1097.3,136.63,25.253,252.53,96.355
21,527,94,30,300,171.56
21,597.85,122.82,25.253,252.53,106.44
21,1187.5,147,15,150,76.048
21,1139.5,211,15,150,38.019
22,380.9,-3.3645,50.505,505.05,172.63
22,587.5,207,17.815,178.15,97.182
22,615.28,156.71,21.186,211.86,70.68
23,485.66,3.5644,50.505,505.05,135.02
23,348.63,-3.3645,50.505,505.05,120.38
23,266.27,140.66,35.8,358,71.914
24,371.34,-3.3645,50.505,505.05,88.796
24,283.5,51,15,150,35.84
25,927.5,195,17.815,178.15,100.56
25,1084.3,122.38,21.186,211.86,87.87
26,1073,105.98,25.253,252.53,107.17
26,83.5,269.7,17.815,178.15,44.053
27,1140.8,85.794,25.253,252.53,58.743
28,1143,54,30,300,99.361
28,971.5,160.4,17.815,178.15,91.103
28,878.07,241.19,17.815,178.15,37.613
29,1063.6,94.588,25.253,252.53,97.085
30,1015,72.336,30,300,86.532
30,982.6,165.15,21.186,211.86,76.736
30,255.88,-1.1881,21.186,211.86,76.688
30,512.36,217.43,17.815,178.15,40.648
31,1135,5.0467,30,300,84.003
31,1061.7,128.47,21.186,211.86,75.49
31,531.35,119.44,25.253,252.53,75.391
32,982.69,70,35.8,358,104.45
34,119.58,-3.3645,50.505,505.05,130.71
36,375.58,-3.3645,50.505,505.05,141.53
36,1205.1,-1.6822,35.8,358,86.985
37,823,85.794,30,300,103.82
37,234.95,128.47,30,300,85.673
37,132.54,26.225,42.493,424.93,72.862
37,302.32,160.4,25.253,252.53,56.447
38,261.89,159.81,25.253,252.53,105.56
38,191,118,30,300,93.095
38,787.37,122.82,30,300,91.051
38,80,73.907,35.8,358,51.967
38,323.5,263,15,150,43.047
39,934.93,4.2353,42.493,424.93,104.85
39,868.06,35.762,42.493,424.93,92.478
39,1170.5,-3.3645,50.505,505.05,72.392
40,723.5,217.43,17.815,178.15,63.154
41,369.68,-2.3841,35.8,358,41.658
42,266.27,7.1523,42.493,424.93,85.599
43,854.32,226.93,17.815,178.15,81.453
43,331.87,193.66,17.815,178.15,46.631
44,430.32,110,30,300,94.985
44,955.79,175,25.253,252.53,77.048
44,1039.5,231,15,150,54.799
44,1144.4,173.27,25.253,252.53,41.152
45,416.84,79.065,25.253,252.53,83.6
45,1002.9,156.71,25.253,252.53,78.08
45,1079.5,215,15,150,53.223
45,145.84,-2.8346,42.493,424.93,43.943
46,495.5,275,15,150,37.54
47,483.86,222.18,21.186,211.86,79.075
48,502.86,193.66,17.815,178.15,91.586
48,86.737,38,30,300,88.87
48,331.5,184.16,21.186,211.86,74.289
48,167,70,30,300,55.058
49,815.5,155,17.815,178.15,96.111
49,705.7,193.66,21.186,211.86,69.788
49,939.81,264.95,17.815,178.15,43.569
50,782.09,79.065,35.8,358,104.55
50,984.07,-3.3645,50.505,505.05,103.23
50,410.11,173.27,25.253,252.53,92.392
51,1089.7,-3.3645,50.505,505.05,81.56
52,362.95,73.907,35.8,358,172.15
52,495,132.9,30,300,135.25
52,944.48,26.225,35.8,358,65.305
52,1164.6,240.56,25.253,252.53,54.325
53,1056.1,132.9,25.253,252.53,81.965
53,637.88,180,25.253,252.53,80.157
54,186.95,7.1523,60,600,95.199
54,513.55,212.67,21.186,211.86,88.162
54,1205.1,5.0467,25.253,252.53,51.284
55,495.52,-2,42.493,424.93,91.289
55,841.26,147,25.253,252.53,87.527
55,551,102,30,300,85.03
55,1029.4,5.0467,42.493,424.93,68.855
56,1171.4,78,30,300,128.05
56,948.7,122.82,25.253,252.53,88.057
56,1117.5,119.44,25.253,252.53,83.06
56,543,30,30,300,70.372
56,503.5,195,15,150,45.715
56,179.82,-2.8346,42.493,424.93,44.564
56,1151.5,231,15,150,40.322
56,578.85,89.109,17.815,178.15,38.941
57,331.5,184.16,17.815,178.15,84.874
57,796.11,173.27,25.253,252.53,83.79
57,524.18,26.225,35.8,358,74.652
58,161.19,-2.3841,35.8,358,108.65
58,303,5.0467,42.493,424.93,68.139
60,503,31.963,35.8,358,113.75
60,730.83,236.44,17.815,178.15,38.404
61,84.776,66.353,35.8,358,77.663
61,543,102,30,300,71.376
61,807,102,30,300,69.779
61,256.72,-2.8346,42.493,424.93,64.519
62,564.42,139.76,21.186,211.86,119.03
62,395.04,-2.8346,42.493,424.93,116.67
62,504.42,112.71,25.253,252.53,106.57
62,707.09,196.24,21.186,211.86,76.647
62,1102,-4,60,600,59.52
63,1103,70,30,300,122.43
64,1056.1,112.71,25.253,252.53,119.74
64,883.5,243,15,150,56.989
65,389.23,134.12,21.186,211.86,135.76
65,342.74,45.421,30,300,119.56
65,447,119.44,30,300,108.21
65,95,134,30,300,105.19
65,511,45.421,35.8,358,100.88
65,543,195,30,300,90.402
65,1183.3,83.444,35.8,358,61.485
65,236.46,118,42.493,424.93,46.454
66,253.6,30,30,300,108.91
66,379.37,184.16,17.815,178.15,53.386
67,784.81,184.94,21.186,211.86,106.4
67,870.8,-2.8346,42.493,424.93,97.645
67,362.11,-3.3645,50.505,505.05,84.549
67,609.62,146.36,25.253,252.53,81.082
67,1155.5,146.14,17.815,178.15,71.926
67,524.18,7.1523,35.8,358,62.782
67,476.42,73.907,35.8,358,60.555
67,1095.5,155.64,21.186,211.86,51.632
68,570.07,119.44,25.253,252.53,122.82
68,821.05,110,30,300,113.69
68,536.1,201.88,21.186,211.86,107.86
68,767.5,212.67,17.815,178.15,107.37
68,389.05,-3.3645,50.505,505.05,76.997
68,1063.4,-3.3645,50.505,505.05,76.147
69,730.83,231,17.815,178.15,97.876
69,925.37,-2.3841,35.8,358,94.556
69,342.74,112.71,30,300,83.714
69,767.86,190.59,21.186,211.86,74.747
69,562.39,26.225,35.8,358,71.864
70,476.42,26.225,35.8,358,122.46
70,791,99.252,30,300,111.57
70,963.58,-1,35.8,358,102.96
70,202.48,-2.8346,42.493,424.93,75.222
70,863.82,162.35,21.186,211.86,62.6
71,1202.4,5.0467,35.8,358,102.59
71,487,72.336,30,300,92.937
71,831,72.336,30,300,90.464
72,409.55,-2,35.8,358,112.12
72,895,5.0467,35.8,358,85.288
72,367.5,235,15,150,38.781
73,298.63,236.44,17.815,178.15,88.506
73,691.5,263,15,150,48.14
74,497.68,94,30,300,181.65
74,228.06,-2.3841,42.493,424.93,83.037
74,360.37,217.43,17.815,178.15,75.009
74,123.19,31.181,42.493,424.93,48.114
75,267.79,-3.3645,50.505,505.05,146.59
75,179.5,180,25.253,252.53,131.23
75,241.63,179,21.186,211.86,68.907
75,958,-4,60,600,68.658
75,511.16,173.27,25.253,252.53,63.55
75,1157.1,-3.3645,50.505,505.05,54.748
76,356.21,79.604,30,300,106.66
76,655,45.298,35.8,358,103.1
76,1087.8,83.444,35.8,358,90.008
77,999,54.834,35.8,358,111.47
78,815.5,213.18,21.186,211.86,103.7
79,787.5,247,15,150,60.222
80,533.73,4.2353,35.8,358,84.316
80,693.05,153.08,25.253,252.53,69.785
80,598.74,117.18,25.253,252.53,64.801
80,868.21,126.17,25.253,252.53,41.076
80,1035.5,123,15,150,36.293
81,199.4,-2.8346,50.505,505.05,114.8
82,247.79,-2.8346,42.493,424.93,86.006
82,488.61,184.94,21.186,211.86,65.179
83,483.86,222.18,17.815,178.15,42.76
84,63,64.371,42.493,424.93,123.42
84,355.32,207.53,21.186,211.86,117.3
84,1020.6,187,21.186,211.86,74.084
84,907.5,259,15,150,64.734
85,255,58.879,30,300,98.723
85,935,51.089,30,300,73.448
85,431.5,203,15,150,42.84
85,1233.3,8.5039,42.493,424.93,41.921
86,827.79,132.9,25.253,252.53,104.51
86,65.672,-2.3841,35.8,358,94.386
86,1124.2,79.065,30,300,80.883
86,931.74,112.71,25.253,252.53,70.25
86,374.62,198.42,17.815,178.15,59.617
86,268.63,117.62,25.253,252.53,57.437
87,780.63,126.17,25.253,252.53,136.86
88,285.37,26.225,42.493,424.93,143.34
88,914.53,-3.3645,50.505,505.05,119.75
88,113.43,53.858,42.493,424.93,108.55
88,779.16,102,30,300,103.54
88,1150,-4,60,600,85.651
89,389.89,51.089,35.8,358,142.73
89,787.83,217.43,17.815,178.15,52.96
90,383,31.963,30,300,110.98
90,484.21,166.54,25.253,252.53,106.06
91,450.53,139.63,25.253,252.53,61.684
91,46.902,217.43,17.815,178.15,47.977
92,1220,255.45,17.815,178.15,52.449
92,361.79,45.298,35.8,358,48.241
92,519.5,255,15,150,38.033
93,505.07,27,35.8,358,118.89
94,395.04,-2.8346,42.493,424.93,142.23
95,106.11,-3.3645,50.505,505.05,131.79
95,535.5,199,15,150,38.792
96,213.81,-2.8346,50.505,505.05,134.67
96,443.79,108.12,25.253,252.53,77.868
96,823.5,307,15,150,37.004
97,213.81,-2.8346,42.493,424.93,108.39
97,374.62,188.91,17.815,178.15,61.787
98,1059.1,4.2353,35.8,358,127.44
98,75.399,93.861,17.815,178.15,64.994
99,160.84,155,25.253,252.53,99.137
99,848.14,31.181,42.493,424.93,97.532
99,753.43,6,42.493,424.93,82.01
99,992.24,63.925,50.505,505.05,80.318
99,679.58,151.06,25.253,252.53,72.709
100,801.19,4.2353,35.8,358,91.241
100,694.39,179,21.186,211.86,46.897
101,801.19,7.1523,42.493,424.93,79.51
101,1097.3,-3.3645,50.505,505.05,69.243
101,38.852,139.63,25.253,252.53,63.069
102,1036.6,38.692,35.8,358,122.06
103,246.38,222.18,17.815,178.15,40.32
105,490.95,153.08,25.253,252.53,98.995
105,1154,8.5039,42.493,424.93,74.827
105,797.33,222.18,17.815,178.15,52.272
106,996.21,139.63,25.253,252.53,112.69
106,1095,64.371,35.8,358,104.02
106,322.37,94.588,21.186,211.86,98.758
107,438.21,4.2353,50.505,505.05,125.66
107,779.16,153.08,25.253,252.53,105.9
107,1130.9,146.36,25.253,252.53,88.524
108,293.1,-2,42.493,424.93,118.06
109,282.11,46,35.8,358,95.113
109,540.85,236.44,17.815,178.15,86.337
110,740.21,166.54,25.253,252.53,72.403
111,881.68,123,25.253,252.53,84.437
111,720,38.692,25.253,252.53,71.946
111,412.62,198.42,17.815,178.15,53.493
112,514.63,26.225,42.493,424.93,107.7
112,215,94,30,300,43.426
113,341.37,212.67,17.815,178.15,66.57
113,749.83,207,17.815,178.15,51.121
115,284.38,206.92,25.253,252.53,74.931
117,396.63,38.692,35.8,358,132.94
117,540.85,207.92,17.815,178.15,93.273
117,222.63,231,17.815,178.15,88.861
118,511,93.861,30,300,136.55
118,142.09,-2.8346,42.493,424.93,134.22
118,1106.9,8.3168,35.8,358,86.263
119,1023.2,66.353,25.253,252.53,110.02
119,958.81,193.66,17.815,178.15,79.418
120,457.04,112.87,21.186,211.86,78.188
120,790.46,179.29,21.186,211.86,51.244
120,1154.6,26.225,35.8,358,39.988
121,55.221,-3.3645,50.505,505.05,111.48
121,189.85,65.607,35.8,358,94.461
121,1087.5,293.47,17.815,178.15,53.929
122,410.11,146.36,25.253,252.53,39.812
123,218.51,45.298,42.493,424.93,64.803
123,1078.2,26.225,35.8,358,39.374
124,1167.5,31,15,150,58.013
125,814.32,99.252,25.253,252.53,76.843
128,533.73,45.298,35.8,358,95.239
128,282.11,64.371,35.8,358,78.665
128,243.5,259,15,150,53.378
129,349.73,-2.8346,42.493,424.93,95.532
129,538.11,58.879,30,300,88.728
129,450.53,166.54,25.253,252.53,69.07
129,263.5,239,15,150,54.093
130,119.58,-3.3645,50.505,505.05,102.85
130,435.5,251,15,150,80.28
130,214.74,118,30,300,46.213
130,362.95,173.27,25.253,252.53,44.599
131,1015,142,30,300,82.708
131,807.42,139.76,25.253,252.53,67.976
131,309.05,105.98,25.253,252.53,38.135
132,733.95,132.9,25.253,252.53,134.45
132,1063,107,30,300,82.291
132,707.5,227,15,150,62.416
132,298.81,184.94,21.186,211.86,47.565
132,1116.4,45.298,35.8,358,41.976
133,733.95,155,25.253,252.53,146.05
133,1077.1,105.98,30,300,86.992
133,711.5,235,15,150,68.141
133,1124.2,72.336,25.253,252.53,38.778
135,511,32.079,35.8,358,93.679
137,464.86,139.63,25.253,252.53,110.47
140,464,52.15,30,300,114.91
140,901.89,91,30,300,106.92
140,185.78,145.41,21.186,211.86,75.376
140,142.09,-2.3841,35.8,358,62.789
140,539.5,191,15,150,62.234
140,783.5,215,15,150,59.061
140,279.63,203.17,17.815,178.15,44.872
141,438.21,6,35.8,358,117.72
141,526.6,150.89,17.815,178.15,100.71
142,450.53,31.963,25.253,252.53,92.76
142,839.5,151,15,150,62.554
142,535.5,179,17.815,178.15,52.211
143,779.5,231,15,150,73.221
144,868.21,153.08,25.253,252.53,120.2
144,977.81,226.93,17.815,178.15,44.198
145,935.06,173.27,25.253,252.53,150.63
145,321.41,212.67,21.186,211.86,101.48
145,771.5,235,15,150,71.727
146,46.902,169.9,17.815,178.15,92.564
146,251.13,98.614,17.815,178.15,48.134
147,457.31,-1.4118,42.493,424.93,122.31
147,542.3,-2.8346,42.493,424.93,105
147,145.84,-2.8346,50.505,505.05,100.16
147,78.411,102,30,300,80.58
147,303.5,319,15,150,67.112
147,1063.6,146.36,25.253,252.53,39.916
148,239,3.5644,35.8,358,100.68
148,388.87,155.64,21.186,211.86,61.165
148,211.5,141.39,17.815,178.15,42.628
149,389.23,85.794,30,300,77.847
149,349.67,38.118,21.186,211.86,51.866
149,194.14,27.327,17.815,178.15,46.188
149,843.5,35,15,150,45.436
150,241.68,112.87,25.253,252.53,85.26
151,942.32,112.71,30,300,98.622
151,268.63,128.47,25.253,252.53,56.49
153,376.42,62,30,300,110.34
153,426.86,145.41,21.186,211.86,96.747
153,86.737,186.73,30,300,61.719
154,409.55,54.834,35.8,358,144.49
154,259.12,3.5644,50.505,505.05,142.42
154,201.26,146.36,25.253,252.53,80.898
154,491.5,223,15,150,75.467
155,70.649,193.66,21.186,211.86,106.7
155,191.15,-2.8346,42.493,424.93,99.552
155,920.44,119.44,25.253,252.53,79.382
156,338.41,-2.8346,42.493,424.93,154.29
157,848.14,4.2353,42.493,424.93,147.39
157,179.89,122.82,25.253,252.53,107.84
157,759.33,203.17,17.815,178.15,70.563
158,914.79,-1.6822,35.8,358,69.003
158,755.5,143,15,150,42.869
159,794.11,112.71,25.253,252.53,61.215
159,1015,6,30,300,41.004
160,780.63,70,35.8,358,117.09
161,643.53,168,21.186,211.86,39.801
161,839.4,16.689,35.8,358,39.117
162,863,4.2353,35.8,358,100.78
163,703.5,195,15,150,43.087
164,315.5,46.337,25.253,252.53,125.58
164,469.61,179.29,21.186,211.86,84.909
165,329.26,86,30,300,92.488
166,167,16.689,35.8,358,90.526
167,802.83,4.2353,42.493,424.93,83.917
167,1119,118,30,300,55.613
168,383.16,132.9,25.253,252.53,103.03
168,27.463,-2.8346,42.493,424.93,93.783
168,440.09,173.65,21.186,211.86,63.014
169,1071,30,30,300,78.956
169,1127,25.234,30,300,49.484
170,406.37,-2,42.493,424.93,93.24
170,1130.9,-2.8346,42.493,424.93,64.568
170,1210.6,-3.3645,50.505,505.05,64.423
170,459.5,231,15,150,47.329
170,1056.8,52.15,25.253,252.53,42.878
171,496.6,112.71,25.253,252.53,112.93
171,281.77,-2.8346,42.493,424.93,97.363
171,926.09,173.65,21.186,211.86,92.096
171,1095,5.0467,35.8,358,85.762
172,380.9,26.225,35.8,358,112.91
172,1176.6,4.2353,42.493,424.93,102.82
172,925.57,155.64,21.186,211.86,82.722
172,283.5,146.14,17.815,178.15,67.843
172,519.5,187,17.815,178.15,50.949
172,895.5,175,15,150,49.562
172,831.5,227,15,150,47.811
172,491.5,215,15,150,41.108
173,331.87,241.19,17.815,178.15,79.488
173,186.95,-3.3645,50.505,505.05,74.616
173,383.5,184.16,17.815,178.15,48.116
173,783.5,111,15,150,45.707
174,151.39,36.832,17.815,178.15,60.364
174,406.18,156.71,21.186,211.86,57.834
174,555.1,79.065,25.253,252.53,41.234
175,915.82,-2.8346,42.493,424.93,65.154
175,806.83,173.65,21.186,211.86,40.452
176,848.96,26.225,35.8,358,110.73
176,346.12,141.39,17.815,178.15,84.353
177,848.96,45.298,35.8,358,56.321
178,677.01,7.1523,35.8,358,73.279
179,792.58,131,25.253,252.53,81.594
179,1055.5,227,15,150,43.529
180,800.84,85.794,25.253,252.53,82.865
181,1188,-4,60,600,119.73
181,1043.5,222.18,17.815,178.15,115.78
181,99.147,175,17.815,178.15,99.609
182,734.33,21.176,35.8,358,132.69
182,791.64,43,35.8,358,95.768
182,827.79,23,30,300,95.246
182,151.39,141.39,17.815,178.15,73.923
182,950.09,-2.8346,42.493,424.93,38.676
187,1049.1,155.64,17.815,178.15,72.241
188,803.5,222.18,17.815,178.15,81.169
188,502.86,160.4,17.815,178.15,56.921
189,830.02,60.706,30,300,98.927
189,711.5,198.42,17.815,178.15,48.66
189,1143.5,163,15,150,44.927
190,471.5,195,15,150,93.091
190,329.26,99.252,25.253,252.53,57.304
191,333.13,3.5644,42.493,424.93,131.92
191,483.5,187,17.815,178.15,56.73
191,815.5,143,17.815,178.15,48.337
191,841.32,168,21.186,211.86,36.969
192,583,99.252,30,300,99.411
192,179.89,132.9,25.253,252.53,86.087
192,1005.2,139.63,25.253,252.53,77.672
193,897.07,190.59,21.186,211.86,55.176
193,962.53,92.523,25.253,252.53,41.903
194,1049.6,-2.8346,42.493,424.93,60.343
194,327.06,218.82,21.186,211.86,41.699
195,807.58,65.607,25.253,252.53,79.781
196,746.95,102,30,300,56.941
197,713.26,112.71,25.253,252.53,108.04
197,268.63,79.065,35.8,358,102
197,319.5,239,15,150,45.936
198,289.13,222.18,21.186,211.86,93.844
199,167.58,110,30,300,121.41
199,107.5,267,15,150,41.789
200,959,52.15,35.8,358,136.95
200,882.12,-2.3841,42.493,424.93,111.09
200,863.5,156.71,21.186,211.86,102.27
201,861.47,105.88,25.253,252.53,73.262
201,925.57,190.59,21.186,211.86,69.3
